West Khasi Hills,Meghalaya,"""Rice|Maize|Pulses|Vegetables|Fruits|Pineapple|Citrus|Medicinal Herbs|Flowers"""
East Garo Hills,Meghalaya,"""Rice|Maize|Pulses|Vegetables|Fruits|Pineapple|Citrus|Medicinal Herbs|Flowers"""
West Garo Hills,Meghalaya,"""Rice|Maize|Pulses|Vegetables|Fruits|Pineapple|Citrus|Medicinal Herbs|Flowers"""
South Garo Hills,Meghalaya,"""Rice|Maize|Pulses|Vegetables|Fruits|Pineapple|Citrus|Medicinal Herbs|Flowers"""
Aizawl,Mizoram,"""Rice|Maize|Sesame|Mustard|Potato|Ginger|Turmeric|Chilli|Orange|Banana|Pineapple|Papaya|Cabbage|Beans|Cucumber"""
Champhai,Mizoram,"""Rice|Maize|Mustard|Potato|Tomato|Cabbage|Orange|Banana|Papaya|Passion Fruit|Pineapple|Ginger|Turmeric"""
Kolasib,Mizoram,"""Rice|Maize|Mustard|Potato|Tomato|Cabbage|Chilli|Banana|Pineapple|Papaya|Beans|Brinjal|Cucumber"""
Lunglei,Mizoram,"""Rice|Maize|Mustard|Potato|Cabbage|Tomato|Ginger|Turmeric|Banana|Orange|Papaya|Passion Fruit|Pineapple"""
Mamit,Mizoram,"""Rice|Maize|Mustard|Potato|Chilli|Cabbage|Tomato|Banana|Orange|Pineapple|Papaya|Beans|Ginger|Turmeric"""
Serchhip,Mizoram,"""Rice|Maize|Mustard|Potato|Tomato|Cabbage|Chilli|Banana|Orange|Pineapple|Papaya|Beans|Ginger|Turmeric"""
Saiha,Mizoram,"""Rice|Maize|Mustard|Potato|Tomato|Cabbage|Banana|Orange|Pineapple|Papaya|Passion Fruit|Ginger|Turmeric"""
Lawngtlai,Mizoram,"""Rice|Maize|Mustard|Potato|Cabbage|Tomato|Banana|Orange|Pineapple|Papaya|Passion Fruit|Ginger|Turmeric"""
Dimapur,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Ginger|Turmeric|Banana|Pineapple|Papaya|Cabbage|Tomato|Beans|Brinjal"""
Kohima,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Ginger|Turmeric|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Mokokchung,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Ginger|Turmeric|Banana|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Mon,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Phek,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Tuensang,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Wokha,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Zunheboto,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Kiphire,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Longleng,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
Peren,Nagaland,"""Rice|Maize|Wheat|Potato|Mustard|Soybean|Banana|Orange|Pineapple|Papaya|Tomato|Cabbage|Beans|Brinjal"""
city,state,crops
Angul,Odisha,"""Rice|Wheat|Maize|Pulses|Groundnut|Mustard|Sesame|Sugarcane|Cotton|Potato|Onion|Tomato|Brinjal|Cabbage|Cauliflower|Banana|Mango|Guava|Papaya|Jackfruit|Litchi|Chilli|Spinach|Beans"""
Balangir,Odisha,"""Rice|Wheat|Maize|Pulses|Groundnut|Mustard|Cotton|Vegetables|Fruits|Turmeric|Ginger"""
Balasore,Odisha,"""Rice|Wheat|Pulses|Groundnut|Mustard|Sesame|Vegetables|Fruits|Betelvine|Coconut|Banana|Papaya"""
Bargarh,Odisha,"""Rice|Wheat|Pulses|Groundnut|Sugarcane|Vegetables|Fruits|Turmeric"""
Bhadrak,Odisha,"""Rice|Wheat|Pulses|Mustard|Sesame|Vegetables|Fruits|Banana|Papaya|Coconut"""
Boudh,Odisha,"""Rice|Millets|Wheat|Pulses|Oilseeds|Vegetables|Fruits|Turmeric|Ginger"""
Cuttack,Odisha,"""Rice|Wheat|Pulses|Mustard|Sesame|Vegetables|Fruits|Betelvine|Banana|Papaya|Coconut"""
Deogarh,Odisha,"""Rice|Wheat|Millets|Pulses|Oilseeds|Vegetables|Fruits"""
Dhenkanal,Odisha,"""Rice|Wheat|Pulses|Oilseeds|Vegetables|Fruits|Banana|Papaya"""
Gajapati,Odisha,"""Rice|Wheat|Millets|Pulses|Vegetables|Fruits|Pineapple|Ginger|Turmeric"""
Ganjam,Odisha,"""Rice|Wheat|Pulses|Oilseeds|Vegetables|Fruits|Cashew|Banana|Papaya|Pineapple|Coconut|Cotton"""
Jagatsinghpur,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana|Papaya|Coconut"""
Jajpur,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana|Papaya"""
Jharsuguda,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana"""
Kalahandi,Odisha,"""Rice|Millets|Wheat|Pulses|Cotton|Vegetables|Fruits|Turmeric|Ginger"""
Kandhamal,Odisha,"""Millets|Wheat|Pulses|Vegetables|Fruits|Ginger|Turmeric|Large Cardamom"""
Kendrapara,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana|Papaya|Coconut"""
Keonjhar,Odisha,"""Rice|Wheat|Millets|Pulses|Vegetables|Fruits|Ginger|Turmeric"""
Khordha,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana|Papaya"""
Bhubaneswar,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana|Papaya"""
Koraput,Odisha,"""Rice|Millets|Wheat|Pulses|Vegetables|Fruits|Coffee|Spices|Large Cardamom|Ginger|Turmeric"""
Malkangiri,Odisha,"""Rice|Millets|Pulses|Vegetables|Fruits|Banana|Papaya"""
Mayurbhanj,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Jackfruit|Litchi|Mango|Guava"""
Nabarangpur,Odisha,"""Rice|Millets|Wheat|Pulses|Vegetables|Fruits|Banana"""
Nayagarh,Odisha,"""Rice|Wheat|Millets|Pulses|Vegetables|Fruits"""
Nuapada,Odisha,"""Rice|Wheat|Millets|Pulses|Vegetables|Fruits"""
Puri,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits|Banana|Coconut"""
Rayagada,Odisha,"""Rice|Millets|Pulses|Vegetables|Fruits|Ginger|Turmeric|Large Cardamom"""
Sambalpur,Odisha,"""Rice|Wheat|Pulses|Sugarcane|Vegetables|Fruits"""
Subarnapur,Odisha,"""Rice|Wheat|Pulses|Vegetables|Fruits"""
Sundargarh,Odisha,"""Rice|Wheat|Millets|Pulses|Vegetables|Fruits|Ginger|Turmeric"""
East Sikkim,Sikkim,"""Rice|Maize|Millets|Buckwheat|Pulses|Potato|Ginger|Large Cardamom|Orange|Banana|Cabbage|Cauliflower|Tomato|Beans|Spinach|Radish|Turnip|Carrot"""
West Sikkim,Sikkim,"""Rice|Maize|Millets|Buckwheat|Pulses|Potato|Ginger|Large Cardamom|Orange|Banana|Cabbage|Cauliflower|Tomato|Beans|Spinach|Radish|Turnip|Carrot"""
North Sikkim,Sikkim,"""Barley|Buckwheat|Millets|Potato|Turnip|Carrot|Spinach|Cabbage|Large Cardamom|Ginger"""
South Sikkim,Sikkim,"""Rice|Maize|Millets|Buckwheat|Pulses|Potato|Ginger|Large Cardamom|Orange|Banana|Cabbage|Cauliflower|Tomato|Beans|Spinach|Radish|Turnip|Carrot"""
Pakyong,Sikkim,"""Rice|Maize|Millets|Buckwheat|Pulses|Potato|Ginger|Large Cardamom|Orange|Banana|Cabbage|Cauliflower|Tomato|Beans|Spinach|Radish|Turnip|Carrot"""
Soreng,Sikkim,"""Rice|Maize|Millets|Buckwheat|Pulses|Potato|Ginger|Large Cardamom|Orange|Banana|Cabbage|Cauliflower|Tomato|Beans|Spinach|Radish|Turnip|Carrot"""
Ariyalur,Tamil Nadu,"""Rice|Maize|Millets|Pulses|Groundnut|Cotton|Sugarcane|Banana|Coconut|Tapioca|Chilli|Brinjal|Tomato|Onion|Cabbage|Cauliflower|Turmeric|Ginger|Mango|Guava"""
Chengalpattu,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Vegetables|Banana|Coconut"""
Chennai,Tamil Nadu,"""Vegetables|Fruits|Ornamental Flowers"""
Coimbatore,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Sugarcane|Banana|Coconut|Tapioca|Turmeric|Vegetables|Fruits"""
Cuddalore,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Sugarcane|Cotton|Banana|Coconut|Vegetables|Fruits"""
Dharmapuri,Tamil Nadu,"""Millets|Pulses|Groundnut|Tapioca|Mango|Banana|Turmeric|Vegetables|Fruits"""
Dindigul,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Turmeric|Mango|Vegetables|Fruits"""
Erode,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Sugarcane|Turmeric|Banana|Vegetables|Fruits"""
Kallakurichi,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Sugarcane|Banana|Vegetables|Fruits"""
Kanchipuram,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Banana|Coconut|Vegetables"""
Kanyakumari,Tamil Nadu,"""Banana|Coconut|Pineapple|Tapioca|Pepper|Arecanut|Vegetables|Fruits"""
Karur,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Cotton|Banana|Coconut|Vegetables"""
Krishnagiri,Tamil Nadu,"""Millets|Pulses|Groundnut|Mango|Banana|Vegetables|Fruits"""
Madurai,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Cotton|Banana|Vegetables|Fruits"""
Mayiladuthurai,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Banana|Coconut|Vegetables"""
Nagapattinam,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Banana|Coconut|Vegetables"""
Namakkal,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Vegetables|Fruits"""
Nilgiris,Tamil Nadu,"""Tea|Potato|Carrot|Cabbage|Cauliflower|Garlic|Ginger|Ornamental Flowers"""
Perambalur,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Cotton|Banana|Vegetables"""
Pudukkottai,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Cotton|Vegetables|Fruits"""
Ramanathapuram,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Vegetables|Chillies"""
Ranipet,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Vegetables"""
Salem,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Mango|Turmeric|Vegetables|Fruits"""
Sivagangai,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Cotton|Banana|Vegetables"""
Tenkasi,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Banana|Vegetables"""
Thanjavur,Tamil Nadu,"""Rice|Pulses|Banana|Coconut|Vegetables"""
Theni,Tamil Nadu,"""Rice|Millets|Pulses|Banana|Mango|Vegetables"""
Thiruvallur,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Vegetables|Banana|Coconut"""
Thiruvarur,Tamil Nadu,"""Rice|Millets|Pulses|Banana|Coconut|Vegetables"""
Thoothukudi,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Vegetables|Chillies"""
Tiruchirappalli,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Banana|Vegetables"""
Tirunelveli,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Banana|Vegetables"""
Tirupathur,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Vegetables"""
Tiruppur,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Vegetables"""
Tiruvannamalai,Tamil Nadu,"""Millets|Pulses|Groundnut|Vegetables|Fruits"""
Vellore,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Vegetables"""
Viluppuram,Tamil Nadu,"""Rice|Millets|Pulses|Groundnut|Vegetables"""
Virudhunagar,Tamil Nadu,"""Millets|Pulses|Groundnut|Cotton|Banana|Vegetables"""
city,state,crops
Adilabad,Telangana,"""Rice|Maize|Cotton|Turmeric|Soybean|Red Gram|Groundnut|Chillies|Vegetables|Fruits"""
Bhadradri Kothagudem,Telangana,"""Rice|Maize|Cotton|Red Gram|Chillies|Vegetables|Fruits"""
Hyderabad,Telangana,"""Vegetables|Fruits|Ornamental Flowers"""
Jagtial,Telangana,"""Rice|Maize|Cotton|Red Gram|Vegetables|Fruits"""
Jangaon,Telangana,"""Rice|Maize|Cotton|Red Gram|Vegetables"""
Jayashankar Bhupalpally,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits"""
Jogulamba Gadwal,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits"""
Kamareddy,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits"""
Karimnagar,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits"""
Khammam,Telangana,"""Rice|Maize|Cotton|Red Gram|Chillies|Vegetables|Fruits"""
Komaram Bheem Asifabad,Telangana,"""Rice|Maize|Cotton|Soybean|Vegetables|Fruits"""
Mahabubabad,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Mahabubnagar,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits"""
Mancherial,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Medak,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Medchal–Malkajgiri,Telangana,"""Vegetables|Fruits"""
Mulugu,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Nagarkurnool,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Nalgonda,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits|Chillies"""
Narayanpet,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Nirmal,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Nizamabad,Telangana,"""Rice|Maize|Cotton|Turmeric|Soybean|Vegetables"""
Peddapalli,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Rajanna Sircilla,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Rangareddy,Telangana,"""Rice|Maize|Cotton|Vegetables|Fruits"""
Sangareddy,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Siddipet,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Suryapet,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Vikarabad,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Wanaparthy,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Warangal Rural,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Warangal Urban,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Yadadri Bhuvanagiri,Telangana,"""Rice|Maize|Cotton|Vegetables"""
Dhalai,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
Gomati,Tripura,"""Rice|Maize|Pulses|Oilseeds|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
Khowai,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
North Tripura,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
Sepahijala,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
South Tripura,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
Unakoti,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
West Tripura,Tripura,"""Rice|Maize|Pulses|Oilseeds|Jute|Pineapple|Orange|Banana|Jackfruit|Betel leaf|Spices|Vegetables|Ginger|Turmeric"""
Almora,Uttarakhand,"""Rice|Wheat|Maize|Pulses|Barley|Millets|Potato|Cabbage|Cauliflower|Carrot|Peas|Apple|Plum|Apricot|Walnut|Chillies|Onion"""
Bageshwar,Uttarakhand,"""Rice|Wheat|Maize|Pulses|Barley|Millets|Potato|Cabbage|Cauliflower|Apple|Plum|Apricot|Walnut|Peas"""
Chamoli,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Potato|Cabbage|Cauliflower|Peas|Apple|Plum|Apricot|Walnut|Carrot"""
Champawat,Uttarakhand,"""Rice|Wheat|Maize|Pulses|Barley|Millets|Potato|Cabbage|Cauliflower|Apple|Plum|Apricot|Walnut"""
Dehradun,Uttarakhand,"""Rice|Wheat|Maize|Sugarcane|Pulses|Potato|Vegetables|Litchi|Mango|Guava|Peach|Citrus fruits|Spices"""
Haridwar,Uttarakhand,"""Rice|Wheat|Maize|Sugarcane|Pulses|Potato|Vegetables|Fruits"""
Nainital,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Potato|Cabbage|Cauliflower|Peas|Apple|Plum|Apricot|Walnut"""
Pauri Garhwal,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Pulses|Potato|Cabbage|Cauliflower|Apple|Plum|Apricot|Walnut"""
Pithoragarh,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Potato|Cabbage|Cauliflower|Peas|Apple|Plum|Apricot|Walnut|Chillies"""
Rudraprayag,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Potato|Cabbage|Cauliflower|Peas|Apple|Plum|Apricot|Walnut"""
Tehri Garhwal,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Pulses|Potato|Cabbage|Cauliflower|Apple|Plum|Apricot|Walnut"""
Udham Singh Nagar,Uttarakhand,"""Rice|Wheat|Maize|Sugarcane|Pulses|Potato|Vegetables|Fruits"""
Uttarkashi,Uttarakhand,"""Rice|Wheat|Maize|Barley|Millets|Potato|Cabbage|Cauliflower|Peas|Apple|Plum|Apricot|Walnut"""
Alipurduar,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Sugarcane|Tea|Ginger|Turmeric|Potato|Tomato|Cabbage|Cauliflower|Brinjal|Beans|Banana|Pineapple|Orange|Jackfruit|Guava|Mango|Arecanut"""
Bankura,West Bengal,"""Rice|Wheat|Maize|Millets|Pulses|Oilseeds|Potato|Tomato|Chilli|Cabbage|Cauliflower|Beans|Banana|Mango|Guava|Jackfruit"""
Birbhum,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Potato|Onion|Chilli|Cabbage|Cauliflower|Brinjal|Banana|Mango|Guava"""
Cooch Behar,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Sugarcane|Potato|Tomato|Cabbage|Cauliflower|Brinjal|Beans|Banana|Mango|Guava|Jackfruit|Arecanut"""
Dakshin Dinajpur,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Potato|Onion|Tomato|Cabbage|Cauliflower|Brinjal|Banana|Mango|Guava|Jackfruit"""
Darjeeling,West Bengal,"""Rice|Maize|Millets|Potato|Barley|Wheat|Tea|Cabbage|Cauliflower|Carrot|Peas|Apple|Orange|Plum|Guava"""
Hooghly,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Sugarcane|Potato|Onion|Tomato|Cabbage|Cauliflower|Brinjal|Banana|Mango|Guava|Litchi"""
Howrah,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Potato|Onion|Tomato|Cabbage|Cauliflower|Brinjal|Banana|Guava"""
Jalpaiguri,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Sugarcane|Tea|Potato|Tomato|Cabbage|Cauliflower|Brinjal|Banana|Mango|Guava|Jackfruit"""
Jhargram,West Bengal,"""Rice|Wheat|Maize|Millets|Pulses|Oilseeds|Potato|Tomato|Chilli|Banana|Mango|Guava|Jackfruit"""
Kalimpong,West Bengal,"""Maize|Millets|Potato|Barley|Wheat|Cabbage|Cauliflower|Carrot|Peas|Apple|Orange|Plum|Guava|Tea"""
Malda,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Potato|Onion|Banana|Mango|Guava|Litchi|Jackfruit|Brinjal|Tomato"""
Murshidabad,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Sugarcane|Potato|Onion|Banana|Mango|Guava|Litchi|Brinjal|Tomato"""
Nadia,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Sugarcane|Potato|Onion|Banana|Mango|Guava|Brinjal|Tomato|Chilli"""
North 24 Parganas,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Potato|Onion|Banana|Mango|Guava|Litchi|Brinjal|Tomato|Cabbage|Cauliflower"""
Paschim Bardhaman,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Potato|Onion|Tomato|Brinjal|Banana|Mango|Guava|Jackfruit"""
Paschim Medinipur,West Bengal,"""Rice|Wheat|Maize|Millets|Pulses|Oilseeds|Potato|Onion|Tomato|Brinjal|Banana|Mango|Guava|Jackfruit"""
Purba Bardhaman,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Potato|Onion|Tomato|Brinjal|Banana|Mango|Guava|Litchi"""
Purba Medinipur,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Potato|Onion|Tomato|Brinjal|Banana|Mango|Guava|Jackfruit"""
Purulia,West Bengal,"""Rice|Wheat|Maize|Millets|Pulses|Oilseeds|Potato|Onion|Tomato|Brinjal|Banana|Mango|Guava|Jackfruit"""
South 24 Parganas,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Jute|Potato|Onion|Banana|Mango|Guava|Litchi|Brinjal|Tomato|Cabbage|Cauliflower"""
Uttar Dinajpur,West Bengal,"""Rice|Wheat|Maize|Pulses|Oilseeds|Potato|Onion|Banana|Mango|Guava|Jackfruit|Brinjal|Tomato"""
Anantnag,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Pear|Cherry|Walnut|Almond|Peach|Apricot|Vegetables|Potato|Onion|Cabbage|Cauliflower|Beans|Peas|Carrot|Turnip|Spinach|Chillies|Saffron"""
Bandipora,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Peach|Apricot|Vegetables|Potato|Onion|Cabbage|Cauliflower|Peas|Carrot|Turnip|Spinach"""
Baramulla,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Pear|Cherry|Walnut|Almond|Peach|Apricot|Vegetables|Potato|Onion|Cabbage|Cauliflower|Beans|Peas|Carrot|Turnip|Spinach|Chillies"""
Budgam,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Cabbage|Cauliflower|Beans|Peas|Carrot|Turnip|Spinach|Saffron"""
Doda,Jammu and Kashmir,"""Wheat|Maize|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Beans|Peas|Carrot|Turnip|Spinach"""
Ganderbal,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Cabbage|Cauliflower|Peas|Carrot|Turnip|Spinach|Saffron"""
Jammu,Jammu and Kashmir,"""Wheat|Rice|Maize|Barley|Pulses|Oilseeds|Mustard|Sugarcane|Vegetables|Potato|Onion|Tomato|Cabbage|Cauliflower|Chillies|Peas|Carrot|Guava|Citrus fruits|Mango"""
Kathua,Jammu and Kashmir,"""Wheat|Rice|Maize|Barley|Pulses|Oilseeds|Mustard|Sugarcane|Vegetables|Potato|Onion|Tomato|Cabbage|Cauliflower|Chillies|Peas|Carrot|Guava|Citrus fruits"""
Kishtwar,Jammu and Kashmir,"""Wheat|Maize|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Beans|Peas|Carrot|Turnip|Spinach|Saffron"""
Kupwara,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Peach|Apricot|Vegetables|Potato|Onion|Cabbage|Cauliflower|Peas|Carrot|Turnip|Spinach"""
Poonch,Jammu and Kashmir,"""Wheat|Maize|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Beans|Peas|Carrot|Turnip|Spinach"""
Pulwama,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Cabbage|Cauliflower|Peas|Carrot|Turnip|Spinach|Saffron"""
Rajouri,Jammu and Kashmir,"""Wheat|Rice|Maize|Barley|Pulses|Oilseeds|Mustard|Sugarcane|Vegetables|Potato|Onion|Tomato|Cabbage|Cauliflower|Chillies|Peas|Carrot|Guava|Citrus fruits"""
Ramban,Jammu and Kashmir,"""Wheat|Maize|Barley|Pulses|Oilseeds|Apple|Walnut|Almond|Vegetables|Potato|Onion|Beans|Peas|Carrot|Turnip|Spinach"""
Reasi,Jammu and Kashmir,"""Wheat|Rice|Maize|Barley|Pulses|Oilseeds|Mustard|Sugarcane|Vegetables|Potato|Onion|Tomato|Cabbage|Cauliflower|Chillies|Peas|Carrot|Guava|Citrus fruits"""
Samba,Jammu and Kashmir,"""Wheat|Rice|Maize|Barley|Pulses|Oilseeds|Mustard|Sugarcane|Vegetables|Potato|Onion|Tomato|Cabbage|Cauliflower|Chillies|Peas|Carrot|Guava|Citrus fruits"""
Shopian,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Pear|Cherry|Walnut|Almond|Peach|Apricot|Vegetables|Potato|Onion|Cabbage|Cauliflower|Beans|Peas|Carrot|Turnip|Spinach"""
Srinagar,Jammu and Kashmir,"""Rice|Maize|Wheat|Barley|Pulses|Oilseeds|Apple|Pear|Cherry|Walnut|Almond|Peach|Apricot|Vegetables|Potato|Onion|Cabbage|Cauliflower|Beans|Peas|Carrot|Turnip|Spinach"""
Udhampur,Jammu and Kashmir,"""Wheat|Rice|Maize|Barley|Pulses|Oilseeds|Mustard|Sugarcane|Vegetables|Potato|Onion|Tomato|Cabbage|Cauliflower|Chillies|Peas|Carrot|Guava|Citrus fruits"""
Delhi,Delhi,"""Wheat|Rice|Maize|Barley|Millets|Pulses|Oilseeds|Mustard|Sugarcane|Potato|Onion|Tomato|Cabbage|Cauliflower|Spinach|Coriander|Carrot|Radish|Turnip|Brinjal|Okra|Chillies|Peas|Beans|Pumpkin|Bottle Gourd|Bitter Gourd|Cucumber|Watermelon|Muskmelon|Papaya|Guava|Mango"""
